userId,movieId,rating,timestamp
184,5388,3.5,1537094597
85,1730,4.0,889467055
372,261,3.0,874416748
313,1097,2.0,1030474705
318,97860,4.5,1361571591
597,933,5.0,940361664
552,2289,4.0,1112151477
599,1391,3.0,1498525822
585,4011,5.0,1307418362
541,553,4.0,835643134
339,68157,3.5,1460183590
19,1485,3.0,965707044
318,54503,3.5,1256504399
509,80549,4.0,1435995044
486,349,4.0,839536954
91,3153,4.0,1112711869
608,2712,3.0,1117408314
155,2628,5.0,961889079
103,8972,3.5,1431969469
40,410,3.0,832059053
199,1262,5.0,1060289044
425,1259,4.0,1085477741
226,6934,2.5,1096422089
56,457,4.0,835799162
608,593,4.0,1117162597
385,358,3.0,834692549
274,45672,2.5,1171759729
459,95510,3.0,1520232984
91,543,3.5,1112712249
140,1408,4.0,1055092389
552,5378,4.0,1111473022
389,1,5.0,857934174
210,106642,4.5,1527266123
265,3255,4.0,965317838
567,184253,0.5,1525289944
177,1370,3.5,1435534328
489,750,4.0,1333101579
111,2701,4.0,1518903902
368,2490,3.0,971275733
365,78209,3.0,1491088187
220,60937,2.5,1230670503
140,110,4.0,942903980
238,3508,4.0,1007931749
340,253,4.0,848666436
216,1197,3.0,975212110
140,1580,3.0,1024051464
200,46970,3.5,1229888476
105,8638,4.0,1446572158
57,2616,2.0,969754707
162,783,4.0,836510991
152,318,3.5,1450572432
456,648,4.0,856883308
111,91542,4.0,1516141098
606,5613,4.0,1171501480
111,3247,3.5,1516156060
474,1278,4.0,978575888
380,7044,5.0,1495475766
414,2404,2.0,961516398
132,916,3.5,1157979635
517,116797,4.0,1492338957
380,541,5.0,1493474355
68,3949,3.0,1240093393
23,1952,3.0,1107341802
57,1726,2.0,972175871
573,6333,4.0,1248842394
260,2997,4.5,1109408987
428,5816,2.0,1111525839
3,1302,0.5,1306464189
477,8784,4.0,1201159612
343,4226,5.0,1202060782
298,45447,0.5,1447598422
564,73319,3.5,1478454010
587,3467,4.0,953137416
19,606,2.0,965705362
448,8983,4.0,1145042155
169,3408,4.5,1078284952
608,44191,4.0,1147964276
608,1639,1.0,1117161734
599,9005,2.0,1498511188
448,376,3.0,1019124675
292,69122,3.5,1262376411
313,2819,1.0,1030557085
274,2687,3.0,1239122743
287,6944,1.0,1110230189
21,117368,3.5,1418063202
105,5218,4.5,1446573368
418,6807,5.0,1461869148
111,2718,4.0,1518904009
240,3,4.0,849122858
105,8644,3.5,1446571621
135,165,1.0,1009691403
514,140956,3.0,1533946119
425,4973,4.0,1163190819
58,454,3.0,847718617
339,93840,3.5,1460518900
527,1373,4.0,1033176126
198,3408,3.0,1034138843
559,592,3.0,845475789
318,68954,4.0,1424546827
274,4270,3.5,1173041303
318,58998,3.0,1325866776
202,1378,3.0,974924334
483,56339,4.5,1202461401
232,3535,4.0,1234142013
317,79293,3.0,1430513613
477,1271,4.5,1200941977
199,6953,3.0,1115521347
599,141866,3.0,1498528489
426,7153,2.0,1451080986
474,48741,4.0,1201832889
201,1909,5.0,941211343
449,293,4.0,1053200117
68,3707,2.0,1261085419
119,81845,4.0,1436007612
64,5991,3.5,1161521014
448,5479,2.0,1086082505
47,69122,0.5,1496209805
182,4776,3.0,1055157289
199,1956,3.0,1023654953
474,50740,4.0,1238350244
256,3979,3.5,1446580900
562,7293,4.0,1368896722
20,4022,3.5,1054036206
489,7155,1.0,1333830959
335,780,4.5,1261542369
380,74948,4.0,1493421245
603,193,4.0,963176292
421,2966,5.0,1311494939
219,185,2.0,1237238892
294,2917,3.0,966597510
367,3618,3.0,997812483
353,19,4.0,831939775
398,2455,3.0,1311207298
234,1378,4.0,1004408369
328,5060,4.0,1494211261
139,81591,2.5,1453924461
275,1777,2.0,1049076697
217,3479,2.0,955942041
19,558,2.0,965704355
318,47518,3.0,1419077770
140,2712,1.0,1075154594
39,50,5.0,974788030
252,108932,4.0,1498284765
596,60069,4.5,1535708340
358,47610,4.5,1339546220
292,5444,4.0,1265679947
304,2628,5.0,929868483
73,122892,5.0,1464282953
353,172,2.0,831939875
318,2105,4.0,1342626198
412,47,3.0,939114573
280,4306,4.5,1348532168
608,2710,1.5,1117490685
483,1199,5.0,1327277329
117,595,4.0,844162793
608,2959,5.0,1117336631
393,4995,4.0,1430507442
135,3250,4.0,1009694231
417,2571,5.0,1529283509
387,5265,3.0,1117356285
263,8638,4.5,1120071604
28,2912,2.5,1242288441
28,3147,2.5,1234570479
191,21,4.0,829759809
357,46976,4.0,1348610741
517,5464,3.0,1487958137
474,6944,2.0,1069084016
189,2571,4.0,1439465057
457,1197,5.0,993610548
328,1148,3.0,1494210553
334,56174,3.5,1229959334
202,507,4.0,974918857
312,542,1.0,1043175564
466,91500,2.5,1439915733
606,1208,4.5,1171309724
298,54272,3.5,1447598411
288,3345,3.0,978470103
140,1387,4.0,1055092393
120,648,3.0,860069973
274,5891,3.0,1172365345
438,5414,3.5,1105654266
19,3016,3.0,965705117
565,474,4.0,846533485
140,6787,4.0,1067987021
417,68157,5.0,1529283657
600,4246,4.0,1237851122
610,7361,5.0,1479543278
474,3641,3.5,1093465921
68,168252,4.0,1526947535
153,520,2.0,1525552333
514,169984,2.0,1533874748
39,457,4.0,974789432
425,32,4.0,1085477320
493,1221,5.0,1001562471
432,1367,2.0,1315242748
38,317,3.0,841341362
216,2300,5.0,975212079
198,750,3.0,1034135489
68,2539,2.0,1158533762
57,2080,4.0,965796031
262,587,2.0,840305728
448,2087,4.0,1019126704
89,51167,4.5,1520409553
132,1407,2.0,1157967944
177,87869,3.0,1435804497
559,1566,4.0,867760946
520,33493,2.0,1326681391
471,6377,4.0,1496671863
84,1010,3.0,860397598
122,91658,4.0,1461561573
414,5303,4.0,1017670074
380,68194,4.0,1493421366
221,6663,4.0,1111177334
177,2010,3.0,1435535551
448,144262,2.0,1491595292
305,87485,5.0,1460222264
410,4280,4.0,990728301
452,2947,4.0,1013394784
76,57669,4.0,1439167975
4,2973,2.0,945078946
215,1203,4.0,1260908727
555,3918,3.0,978823527
448,2993,4.5,1091450158
414,171765,4.0,1511535838
103,48,3.5,1431957563
608,575,0.5,1117415604
332,1265,5.0,1352672344
561,2997,3.0,1491092283
82,420,3.5,1084465029
137,1721,4.0,1204859407
226,53129,4.0,1197925599
435,48,4.0,1366675847
177,105844,4.0,1435532192
525,147378,3.5,1476478527
313,4226,4.0,1030556047
151,135,3.0,855947338
68,45186,2.0,1158533400
307,2321,2.5,1186161833
298,97304,3.0,1447518419
280,6539,3.5,1348435219
606,27186,4.0,1181769418
287,27822,1.0,1110231056
596,114028,4.0,1535828628
19,2606,4.0,965705117
450,3671,4.0,974705930
169,8641,5.0,1092373285
380,6707,4.0,1494530204
318,58376,4.5,1315335368
105,73881,4.5,1446574063
232,39427,3.5,1182910225
304,224,5.0,891173384
69,4022,4.0,1021647579
514,1449,4.0,1533946074
414,1270,5.0,961514698
352,93363,2.0,1493675096
332,3703,4.0,1352673127
195,3683,3.0,974705510
607,3684,3.0,963079372
347,434,3.0,847645664
290,3089,5.0,974938065
18,62434,3.5,1455749428
232,33615,3.0,1182909600
91,8157,4.5,1112713120
166,48394,3.0,1188774105
414,27821,3.5,1135981019
205,179817,4.5,1519901378
21,112175,3.5,1418063384
116,339,4.5,1337199980
483,265,3.0,1178294232
307,2005,4.0,1186162282
288,595,4.0,978469199
474,4769,3.0,1056372207
483,4223,4.0,1215896640
349,337,4.0,834750979
226,2795,4.0,1166115076
357,708,3.0,1348627065
290,2494,4.0,974943133
19,2496,3.0,965706683
380,1729,2.0,1493667735
323,109374,2.0,1422640790
521,5,3.0,852713143
6,765,3.0,845555632
367,1304,5.0,997811508
85,1596,4.0,889467110
570,1036,4.0,1181554299
146,3257,2.0,1312507785
111,183959,4.5,1517440654
469,1028,4.0,965336236
51,4215,3.5,1230930980
280,58559,4.5,1348532588
489,74789,2.0,1334171126
312,4720,4.0,1043176065
455,551,3.0,836436499
111,94478,4.0,1516151853
28,428,2.5,1240817486
292,4025,3.0,1019516728
22,318,5.0,1268726193
388,78637,5.0,1386694309
297,1610,3.0,900871829
322,46578,4.5,1217677645
68,49961,4.0,1269123532
169,3448,4.0,1059428218
561,48304,3.0,1491092951
274,55820,4.0,1200125567
414,89804,4.0,1485656889
228,2013,4.0,1363222719
50,107338,2.5,1514240444
111,7346,3.5,1516141379
571,1327,5.0,966900601
232,46335,2.0,1218170602
567,166461,0.5,1525288081
437,211,4.0,859721610
10,107141,2.0,1455399188
492,849,4.0,863976447
610,5266,3.5,1493845169
198,260,5.0,1034137711
552,3113,2.0,1112151398
264,48,3.0,1136978326
23,912,3.5,1107163409
177,2023,2.0,1435534625
91,186,2.0,1112713723
191,229,5.0,829760897
4,319,5.0,945079182
346,8949,4.0,1125858289
161,745,5.0,1186073240
369,541,2.5,1237083075
156,1295,3.0,946800214
24,122886,3.5,1458941967
414,2169,2.0,961439359
6,160,5.0,845553457
566,368,4.0,849006071
57,608,4.0,965796686
295,555,5.0,1320064706
368,3441,3.0,971275093
186,1035,5.0,1031079112
368,2366,4.0,975828914
186,316,4.0,1031080124
409,1194,5.0,967920215
274,6502,3.5,1172008226
483,920,1.5,1181496632
354,2329,4.5,1200870720
524,553,4.0,851608897
590,1391,2.5,1258421023
164,1580,5.0,999708390
206,608,5.0,850763310
453,70,4.0,972622055
489,1246,4.0,1333101663
135,1240,5.0,1009691562
237,67255,3.0,1410632891
130,316,3.0,832589583
610,129313,4.0,1479543234
288,2112,3.5,1079984731
256,68358,4.0,1446579841
169,5296,3.5,1059494243
313,1215,5.0,1030474727
293,1617,3.0,1044870730
447,368,5.0,836961393
387,2022,3.5,1135054209
75,7001,4.0,1158968208
438,2082,3.0,1105762894
62,122916,4.0,1521489045
50,140928,2.5,1514239918
42,2770,2.0,996220754
477,4878,5.0,1200940609
514,6870,2.0,1533873471
453,597,4.0,1005967174
606,3535,3.0,1172969493
73,88140,4.5,1464197386
307,26792,1.5,1196131245
387,7360,2.5,1161581811
24,296,4.0,1458942020
232,47999,3.5,1241829512
15,2028,3.5,1510571984
387,6872,0.5,1178548892
599,3190,2.0,1498510303
426,539,4.5,1451082076
382,34319,3.5,1515172620
171,1276,5.0,866905907
561,204,1.5,1491091780
597,376,4.0,941729824
20,1722,3.0,1054036240
436,367,3.0,833529797
207,2991,4.0,1258548252
105,3735,4.0,1448213971
89,102686,3.5,1520408925
599,68552,2.0,1498510230
495,231,4.0,1458636352
414,5255,3.0,1050766574
299,1214,3.0,974620404
367,2918,5.0,997811632
434,344,3.0,1270604468
232,45950,3.0,1167944875
268,2580,4.0,940173069
202,1485,4.0,974924123
263,151,4.0,940384701
249,1721,2.0,1347318423
555,2402,3.0,978823349
238,1961,2.0,1007930885
411,440,3.0,835532398
121,454,3.0,847655996
209,1198,5.0,1524607502
290,971,5.0,974938908
582,79091,5.0,1446792747
51,2664,4.0,1230930279
208,2353,4.0,940639375
100,2671,4.5,1100184261
599,7361,3.0,1498519103
254,2396,4.0,1180446634
126,185,3.0,845925732
420,480,3.5,1218041865
111,3617,3.0,1516141056
566,253,5.0,849005495
490,8638,4.0,1328145210
413,3948,4.5,1484439512
561,3105,4.0,1491095056
119,70286,4.5,1438439649
166,50,5.0,1188774404
610,98623,3.0,1479542433
577,592,2.0,945967440
308,1196,2.5,1421373683
215,8784,4.5,1260909332
111,182749,2.5,1517440678
289,1208,4.0,1143424573
345,779,5.0,1342827179
543,231,5.0,1377069313
590,54001,4.0,1297830498
567,2792,2.5,1525288148
600,3671,4.0,1237713144
450,3471,4.0,974705883
91,196,3.0,1112713569
369,216,3.5,1237081593
562,4545,5.0,1368896071
583,216,4.0,1481474353
109,778,4.0,841441442
419,27704,5.0,1322336918
312,1748,4.0,1043176620
42,2688,3.0,996220913
336,3623,4.5,1120568128
380,52952,4.0,1494071658
603,508,4.0,963179768
125,161582,4.0,1494785040
414,11,5.0,1052148205
19,1057,3.0,965706795
19,881,1.0,965707137
221,101,4.5,1111178274
187,32587,4.0,1161849338
412,1221,5.0,939563056
325,1863,2.0,1039395668
368,1957,4.0,971273035
95,5810,4.0,1043535872
474,2827,2.0,1087832804
480,1257,4.0,1179160829
369,6663,3.5,1237082530
305,7153,5.0,1460135291
590,553,4.0,1258421079
479,3100,4.0,1039362765
480,2194,3.5,1179177965
313,4351,3.0,1030556440
561,3441,4.5,1491095041
369,529,2.5,1237082951
354,457,3.5,1200870101
424,4247,2.5,1457902134
200,367,3.5,1229886978
169,455,3.5,1078285276
486,208,4.0,839537142
247,5952,4.0,1467644097
448,6537,1.5,1175972047
292,3638,3.5,1332678591
414,3117,4.0,965742623
73,46578,4.0,1464197080
480,8371,3.5,1179164413
484,2718,4.0,1342227938
18,1136,4.5,1455210625
20,3882,2.5,1054037657
480,741,3.5,1179179300
160,2858,5.0,971113158
104,6367,4.0,1076898313
474,280,3.0,1004131763
58,317,3.0,847718786
198,2236,3.0,1034207413
140,6373,3.5,1087314697
610,98809,3.5,1493846747
279,33493,3.0,1506395402
521,707,3.0,852713330
356,60293,5.0,1229151894
517,88267,3.0,1492339325
312,1690,2.0,1043176382
607,2398,5.0,964744579
65,7153,4.0,1494767041
597,246,5.0,940362409
274,56251,4.0,1226307412
42,144,4.0,996220026
57,1060,3.0,972173722
10,71579,5.0,1455301869
180,2571,3.5,1270237896
47,104841,2.0,1496205293
385,318,5.0,834691601
45,2710,4.0,1007994972
41,41285,4.0,1458940241
297,733,3.0,900871829
599,5945,1.5,1498504990
249,5785,3.5,1415415514
263,912,4.0,941591605
606,41571,4.0,1190466648
414,7390,1.5,1113230425
600,3271,2.0,1237857787
608,2094,3.0,1117504870
290,1258,4.0,974942604
237,2505,3.5,1410630733
603,2944,4.0,963177205
410,2174,3.0,990910094
382,2028,4.5,1515162599
156,2361,3.0,946799291
111,61024,5.0,1516141215
88,46578,4.0,1331421481
426,1441,5.0,1451081087
178,5225,5.0,1163673883
387,7934,4.0,1151876150
22,107,4.5,1268330607
152,79702,3.5,1450867823
172,2890,3.5,1238715927
15,111759,4.5,1510572026
474,2249,2.0,1046887584
180,1321,2.5,1270237641
217,2058,3.0,955935983
434,73017,3.5,1270603400
19,2137,4.0,965702660
445,40815,3.0,1454622156
356,65126,3.0,1231028759
137,110,4.0,1204859490
168,1375,2.0,1306793541
95,4126,4.0,1043339544
105,27773,5.0,1446571867
599,8531,2.0,1498511351
365,104211,3.0,1488333272
153,41285,0.5,1525552453
298,69757,2.0,1447598326
298,65261,3.0,1447517066
510,1265,4.0,1141159029
140,474,4.0,967048858
84,102,1.0,857653444
62,1732,4.5,1521488871
318,56587,3.5,1455962106
599,1097,4.0,1498498804
509,44022,3.0,1435994577
560,87869,3.5,1478040747
292,3086,5.0,990062271
246,2336,5.0,1354146065
404,377,4.0,838375928
563,2324,4.0,1439932334
570,111,3.0,1181477646
414,39231,3.5,1140453855
294,3564,1.0,966597280
378,3949,3.5,1445347508
182,1080,2.0,1054779609
559,587,3.0,845475935
102,160,3.0,835876194
608,2279,3.0,1117506885
139,72998,1.5,1453924231
330,457,2.5,1285904218
318,94777,3.5,1361571823
419,34319,4.5,1322333293
286,6086,5.0,1119562564
262,300,3.0,840305673
605,367,4.0,1277176570
387,5121,4.0,1132473420
380,3499,5.0,1494803792
603,1218,4.0,953927590
96,1200,5.0,964772731
240,46,3.0,849123161
57,3070,3.0,965798373
51,39414,4.0,1230931702
380,60,4.0,1494035896
217,737,1.0,955941551
387,4876,2.0,1094939955
374,110,5.0,849089153
327,50,4.5,1234788095
249,142422,3.5,1462136212
552,317,2.0,1112151213
590,8529,2.5,1267150589
158,53000,4.0,1290765083
82,47,3.5,1084467783
414,3578,5.0,961436763
66,255,0.5,1113188840
446,589,5.0,843839250
177,97304,5.0,1435526489
367,3994,4.0,997813060
68,42018,0.5,1304977981
405,26810,5.0,1295907863
182,2064,2.0,1054781246
51,186,3.5,1230932673
57,431,4.0,972173793
477,910,3.5,1200949130
18,59784,4.0,1455749175
474,1719,4.0,1139838564
469,1179,4.0,965335273
125,98607,4.5,1474296285
81,588,2.0,845299505
298,106918,2.5,1447599745
381,5299,5.0,1200824311
414,1884,4.0,1036505560
480,2011,4.0,1179177925
483,10,2.0,1178293444
608,6373,4.5,1117408463
357,49272,3.5,1348610237
418,2054,0.5,1461868562
415,50,4.5,1382469955
307,708,2.5,1186161579
600,2369,2.5,1237851661
551,59315,4.0,1504925585
474,3258,2.5,1069686902
241,2762,3.5,1447536115
475,8665,4.0,1498030190
195,3753,3.0,974708078
382,33493,4.5,1515161536
534,119145,4.5,1459787998
275,562,3.0,1049076522
177,45720,3.5,1435533316
70,36,5.0,1355198746
599,1201,3.5,1498500787
599,4509,1.5,1519180355
551,593,4.5,1504321002
84,1271,4.0,858772479
307,6705,2.5,1189607377
356,3994,4.0,1229143431
58,261,4.0,847718960
292,4224,3.0,1017364600
567,93272,1.5,1525289067
179,410,3.0,840907616
45,2762,5.0,959624096
96,1210,5.0,964772712
226,2139,4.0,1172040549
307,65,2.5,1186086548
182,5643,3.0,1054781376
68,5378,3.0,1158531696
477,62336,5.0,1234853193
298,37380,0.5,1447599607
153,118696,2.5,1525552596
391,260,5.0,1032387863
314,249,3.0,834399100
8,432,1.0,839463702
182,5673,4.0,1054781160
604,296,5.0,832079767
29,150,4.0,1362016794
32,1086,4.0,856737270
254,4226,4.5,1180446520
391,349,3.0,1031031037
384,2763,3.0,996441074
448,94959,3.5,1367699194
241,1206,4.0,1447536471
182,3827,2.5,1054782415
362,115569,4.0,1530637438
103,3552,4.5,1431957993
91,1,4.0,1112713037
288,2116,3.0,1068837311
248,500,3.0,1534602101
263,1,4.0,940384199
132,1059,3.0,1329984112
68,96079,4.5,1355269764
387,1963,3.0,1196579580
479,2306,3.0,1039362413
586,553,4.5,1529903585
252,50872,4.5,1498285011
28,3499,3.0,1242032361
169,2792,5.0,1079310759
139,6934,2.0,1453924255
489,96079,4.0,1355780666
288,2530,2.0,976138118
599,6581,2.0,1498511299
483,2470,3.0,1178358835
445,1247,4.0,1454622101
474,1366,4.0,1014924339
556,4993,4.5,1534320935
418,7361,5.0,1461865991
249,20,3.5,1355366891
610,95,3.5,1479542004
79,2150,4.0,975281314
288,6333,3.5,1103647769
287,608,4.5,1110231586
414,4115,2.0,991145077
246,4973,4.0,1354127188
111,5943,3.0,1516141463
155,1,3.0,961861723
40,300,5.0,832059012
599,132362,3.5,1498531434
68,1097,1.5,1158531418
263,1912,4.0,941591926
585,2502,4.0,1307418304
6,802,4.0,845554584
140,2803,3.0,967049087
367,3987,4.0,997813206
66,4591,3.5,1113189010
469,3006,3.0,965846308
434,1090,5.0,1270603951
599,2412,2.5,1498514631
528,55290,1.0,1391734657
599,9004,2.0,1519240481
217,2951,2.0,956194790
111,106916,3.5,1518640634
606,140,3.0,1173396091
202,1641,4.0,974923773
232,6296,2.5,1218169594
117,520,3.0,844163156
474,1097,4.0,1137521202
62,4270,3.5,1521490349
353,454,4.0,831940220
579,2965,2.0,966069266
331,6874,4.0,1537157690
566,457,4.0,849005206
599,69131,2.5,1498513944
74,2997,4.0,1207500545
572,1173,1.0,946486723
83,3462,3.0,1333843530
246,72737,5.0,1354125656
599,32291,2.5,1498515734
42,3438,1.0,996221269
318,71147,3.0,1433531152
232,5378,4.0,1218164796
274,3753,4.0,1171491583
356,141,4.0,1229143606
